"","V3","V6","V2","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V6.1","V1","V6.2","V2.8","V6.3","V6.4","V2.9","V2.10","V2.11","V4","V2.12","V6.5","V3.1","V4.1","V1.1","V1.2","V4.2","V1.3","V3.2","V2.13","V4.3","V2.14","V6.6","V6.7","V2.15","V6.8","V3.3","V5","V6.9","V4.4","V4.5","V4.6","V7","V4.7","V3.4","V4.8","V7.1","V4.9","V7.2","V7.3","V3.5","V6.10","V7.4","V4.10","V5.1","V5.2","V6.11","V5.3","V7.5","V7.6","V4.11","V7.7","V4.12","V6.12","V1.4","V1.5","V1.6","V6.13","V6.14","V5.4","V3.6","V5.5","V3.7","V5.6","V4.13","V5.7","V5.8","V6.15","V7.8","V3.8","V6.16","V7.9","V4.14","V3.9","V5.9","V3.10","V5.10","V7.10"
"1",1.1511879049676,1.18722139673105,1.06496519721578,2.50558659217877,1.68510638297872,1.49881235154394,1.55163043478261,1.27946768060837,1.70958904109589,1.21073298429319,1.25798525798526,1.22419928825623,1.07118644067797,1.31818181818182,1.64473684210526,2.93617021276596,1.39081885856079,1.73559322033898,1.19553072625698,1.2605459057072,1.07821229050279,1.07291666666667,1.89930555555556,2.81481481481481,1.04929577464789,1.21937321937322,1.23198847262248,1.05243445692884,1.62796833773087,1.03365384615385,1.08997429305913,1.64658634538153,2.3969298245614,2.07794676806084,1.62686567164179,1.2043795620438,1.18289786223278,1.02491103202847,1.13725490196078,1.49872773536896,3.65242165242165,1.2905317769131,1.0224358974359,1.14943820224719,1.14542936288089,1.36889460154242,1.64342313787639,2.18867924528302,1.51653944020356,1.78850574712644,1.99731182795699,2.18023255813953,1.04666666666667,1.36642599277978,1.80120481927711,1.09553349875931,1.48837209302326,2.00961538461538,1.01446280991736,1.18041237113402,1.39936608557845,1.11561561561562,1.95817490494297,2.48175182481752,1.09976247030879,1.51696606786427,1.40669014084507,1.58333333333333,1.43042071197411,1.37067209775967,4.75688073394495,1.61340206185567,1.43016759776536,1.24078624078624,2.05831533477322,1.54175152749491,1.19243986254296,1.44327176781003,1,1.20388349514563,1.65015479876161,1.4921875,1.38181818181818,1.41709844559585,1.15909090909091,10.2901234567901,1.62890625,1.106463878327
