"","V6","V1","V3","V2","V2.1","V1.1","V2.2","V3.1","V4","V3.2","V3.3","V6.1","V1.2","V6.2","V3.4","V3.5","V6.3","V4.1","V6.4","V2.3","V1.3","V2.4","V4.2","V5","V1.4","V3.6","V5.1","V3.7","V1.5","V3.8","V3.9","V1.6","V3.10","V3.11","V6.5","V1.7","V3.12","V5.2","V1.8","V4.3","V3.13","V3.14","V5.3","V5.4","V6.6","V6.7","V1.9","V4.4","V5.5","V4.5","V5.6","V5.7","V1.10","V2.5","V6.8","V5.8","V1.11","V4.6","V6.9","V1.12","V4.7","V2.6","V4.8","V5.9","V1.13","V5.10","V1.14","V6.10","V5.11","V1.15","V5.12","V5.13","V1.16","V5.14","V2.7","V4.9","V5.15","V3.15","V5.16","V1.17","V6.11","V4.10","V2.8","V4.11","V5.17","V4.12","V3.16","V2.9"
"1",1.55384615384615,1.62376237623762,2.28804347826087,1.28651685393258,1.31875,2.15178571428571,2.54601226993865,1.3048128342246,1.12396694214876,2.19631901840491,1.6198347107438,1.05660377358491,1.17796610169492,1.08450704225352,1.3169014084507,1.41326530612245,1.42687747035573,1,1.0241935483871,1.83408071748879,1.06766917293233,1.24,1.11278195488722,1.53389830508475,1.10552763819095,1.30882352941176,1.10344827586207,1.02158273381295,1.13714285714286,2.5,1.4672131147541,1.61875,1.31395348837209,1.43373493975904,1.12328767123288,1.02608695652174,1.33116883116883,1.37864077669903,1.06382978723404,1.22758620689655,1.31451612903226,1.13824884792627,1.53571428571429,2.79136690647482,1.01954397394137,1.06818181818182,1.75789473684211,1.59134615384615,2.06779661016949,1.96521739130435,1.85714285714286,1.22929936305732,2.21323529411765,2.24647887323944,1.03557312252964,1.86503067484663,1.50769230769231,1.10212765957447,1.06315789473684,1.14229249011858,1.08502024291498,1.04858299595142,2.63235294117647,1.09022556390977,1.1651376146789,2.05882352941176,1.25263157894737,1.39130434782609,1.29464285714286,1.16304347826087,2.5,1.67415730337079,1.17880794701987,1.03260869565217,1.62566844919786,1.20192307692308,1.77697841726619,1.28301886792453,1.65492957746479,1.47872340425532,1.13761467889908,1.20792079207921,1.83505154639175,1.17751479289941,1.35393258426966,1.64285714285714,1.21195652173913,1.09944751381215
