"","V3","V2","V4","V1","V1.1","V2.1","V1.2","V1.3","V3.1","V1.4","V4.1","V3.2","V4.2","V2.2","V4.3","V4.4","V3.3","V3.4","V5","V1.5","V1.6","V4.5","V2.3","V4.6","V3.5","V5.1","V4.7","V1.7","V2.4","V4.8","V4.9","V2.5","V4.10","V4.11","V2.6","V3.6","V1.8","V3.7","V5.2","V3.8","V2.7","V4.12","V3.9","V5.3","V2.8","V3.10","V3.11","V1.9","V2.9","V5.4","V5.5","V5.6","V5.7","V5.8","V2.10","V5.9","V5.10","V2.11","V3.12","V1.10","V1.11","V1.12","V3.13","V5.11","V2.12","V1.13","V2.13","V4.13","V5.12","V2.14","V5.13","V1.14","V5.14","V3.14","V3.15","V2.15","V1.15","V5.15","V5.16","V2.16","V4.14","V2.17","V3.16","V4.15","V3.17","V5.17","V3.18","V1.16"
"1",1.875,1.33333333333333,2.51612903225806,1.06779661016949,1.52,1.95,1.93421052631579,1.18571428571429,1.14285714285714,2.5,2.25714285714286,2.1,1.08888888888889,1.19230769230769,1.8780487804878,1.48529411764706,1.33720930232558,1.16666666666667,1.05769230769231,2.19402985074627,1.25581395348837,1.11111111111111,1.23636363636364,1.71428571428571,1.18571428571429,1.0625,1.5609756097561,1.10810810810811,1.05333333333333,2.68292682926829,1.53488372093023,1.27631578947368,1.6031746031746,1.6875,1.52173913043478,1.10526315789474,1.01492537313433,1.02127659574468,1.15789473684211,1.08474576271186,1.31914893617021,1.33333333333333,1.40625,1.57333333333333,1.07017543859649,1.31521739130435,1.20212765957447,1.51282051282051,1.85714285714286,1.04651162790698,1.73170731707317,1.97142857142857,1.6865671641791,1.28395061728395,1.05263157894737,1.82089552238806,1.025,1.22222222222222,1.90384615384615,1.04,1.32142857142857,1.8030303030303,1.85964912280702,1.375,1.88235294117647,1.02666666666667,1.39240506329114,1.21739130434783,1.26,1.27692307692308,1.72727272727273,1.50746268656716,1.09259259259259,1.19117647058824,1.23076923076923,1.25,1.74576271186441,1.05263157894737,2.08510638297872,1.14285714285714,1.06122448979592,1.375,1.34146341463415,1.81578947368421,1.1038961038961,1.70588235294118,1.01162790697674,1.28767123287671
