"","V3","V3.1","V2","V3.2","V3.3","V3.4","V3.5","V2.1","V3.6","V2.2","V1","V3.7","V6","V3.8","V1.1","V1.2","V3.9","V3.10","V3.11","V3.12","V3.13","V1.3","V6.1","V2.3","V2.4","V5","V2.5","V4","V6.2","V2.6","V2.7","V3.14","V1.4","V1.5","V3.15","V3.16","V6.3","V3.17","V5.1","V2.8","V2.9","V2.10","V4.1","V2.11","V4.2","V2.12","V4.3","V2.13","V1.6","V1.7","V6.4","V1.8","V4.4","V4.5","V5.2","V2.14","V5.3","V5.4","V4.6","V4.7","V2.15","V4.8","V2.16","V1.9","V5.5","V1.10","V5.6","V1.11","V1.12","V5.7","V6.5","V2.17","V6.6","V4.9","V4.10","V5.8","V2.18","V1.13","V1.14","V6.7","V1.15","V1.16","V4.11","V6.8","V4.12","V6.9","V4.13","V4.14"
"1",1.08910891089109,1.00914634146341,1.04275534441805,1.66812227074236,1.41232227488152,1.27385892116183,1.10120481927711,1.1844262295082,1.97058823529412,1.05027932960894,1.53571428571429,1.85714285714286,1.2158273381295,1.15584415584416,1.65775401069519,1.71480144404332,1.11634349030471,1.73846153846154,2.18110236220472,1.10268948655257,1.63380281690141,1.07258064516129,1.48648648648649,2.77348066298343,1.34090909090909,1,2.0078125,1.06338028169014,1.04522613065327,1.11785714285714,1.31843575418994,1.62548262548263,2.10176991150442,1.97058823529412,1.51219512195122,1.1271186440678,1.08780487804878,1.1056338028169,1.21,1.42134831460674,3.4478527607362,2.10526315789474,1.25913621262458,1.4020618556701,1.28753993610224,1.93191489361702,1.32335329341317,1.04531722054381,1.04918032786885,1.54424778761062,1.66346153846154,1.49740932642487,1.46843853820598,1.1692789968652,1.48091603053435,1.47368421052632,1.06122448979592,2.11196911196911,1.19306930693069,1.13494809688581,1.39179104477612,1.54440154440154,1.06703910614525,2.0551724137931,1.82677165354331,1.11020408163265,1.73109243697479,2.2,1.55862068965517,1.50467289719626,4.9,1.03020134228188,1.25280898876404,1.63157894736842,1.14802631578947,1.144,1.59514170040486,1.75,1.74042553191489,1.10791366906475,2.30645161290323,1.61475409836066,1.42134831460674,1.15075376884422,1.37344398340249,5.61739130434783,1.16143497757848,1.70854271356784
