"","V1","V2","V4","V4.1","V4.2","V2.1","V4.3","V1.1","V1.2","V4.4","V3","V1.3","V3.1","V2.2","V3.2","V3.3","V4.5","V1.4","V1.5","V4.6","V1.6","V2.3","V2.4","V3.4","V2.5","V4.7","V3.5","V1.7","V1.8","V4.8","V4.9","V2.6","V3.6","V3.7","V2.7","V2.8","V4.10","V4.11","V1.9","V2.9","V3.8","V3.9","V4.12","V3.10","V2.10","V1.10","V2.11","V1.11","V1.12","V1.13","V2.12","V1.14","V2.13","V1.15","V2.14","V1.16","V3.11","V2.15","V4.13","V4.14","V3.12","V4.15","V4.16","V1.17","V1.18","V4.17","V4.18","V1.19","V1.20","V1.21","V1.22","V3.13","V2.16","V4.19","V4.20","V2.17","V1.23","V1.24","V1.25","V1.26","V1.27","V1.28","V4.21","V3.14","V4.22","V1.29","V1.30","V4.23"
"1",1.68817204301075,2.64356435643564,3.38834951456311,1.7563025210084,1.85714285714286,2.02970297029703,1.81481481481482,1.06896551724138,1.66666666666667,1.52694610778443,1.91764705882353,1.04597701149425,1.53763440860215,1.17142857142857,2.76119402985075,2.35779816513761,1.35151515151515,1.04597701149425,1.31067961165049,1.31279620853081,1.12173913043478,1.35955056179775,1.06837606837607,1.19417475728155,1.03389830508475,1.7741935483871,3.18947368421053,1.32941176470588,1.18064516129032,2.1047619047619,1.33484162895928,1.81481481481481,1.4,1.91428571428571,1.33962264150943,1.61538461538462,1,1.59701492537313,1.24691358024691,1.06802721088435,1.14876033057851,1.41916167664671,1.86274509803922,1.56198347107438,1.29223744292237,1.13471502590674,1.81481481481481,1.73885350318471,1.17142857142857,1.92957746478873,1.01709401709402,1.20618556701031,2.58415841584158,2.72477064220183,1.59354838709677,1.15503875968992,1.51764705882353,1.40641711229947,1.10909090909091,1.01532567049808,1,1.83211678832117,2.68807339449541,1.98305084745763,1.42990654205607,1.12422360248447,1.15204678362573,2.40740740740741,1.37647058823529,1.07486631016043,1.08,1.1037037037037,1.15384615384615,1.16296296296296,1.47852760736196,1.02843601895735,1.31304347826087,1.49350649350649,1.30894308943089,1.05607476635514,1.27956989247312,1.62068965517241,1.41237113402062,1.27956989247312,1.12080536912752,2.74603174603175,1.37158469945355,1.19607843137255
