"","V3","V3.1","V3.2","V3.3","V3.4","V3.5","V3.6","V3.7","V3.8","V3.9","V2","V3.10","V2.1","V3.11","V2.2","V2.3","V3.12","V3.13","V3.14","V3.15","V3.16","V3.17","V3.18","V4","V4.1","V3.19","V4.2","V3.20","V3.21","V3.22","V3.23","V3.24","V2.4","V2.5","V3.25","V3.26","V3.27","V3.28","V4.3","V4.4","V4.5","V4.6","V1","V4.7","V1.1","V4.8","V1.2","V4.9","V2.6","V2.7","V3.29","V2.8","V1.3","V4.10","V4.11","V4.12","V2.9","V4.13","V1.4","V1.5","V4.14","V1.6","V1.7","V2.10","V2.11","V2.12","V2.13","V2.14","V2.15","V2.16","V3.30","V4.15","V3.31","V1.8","V1.9","V4.16","V4.17","V2.17","V2.18","V2.19","V2.20","V2.21","V1.10","V1.11","V1.12","V3.32","V4.18","V1.13"
"1",1.3312101910828,1.14232209737828,1.01146131805158,1.22966507177034,1.4,1.18536585365854,1.78367346938775,1.81290322580645,1.27586206896552,1.05490196078431,1.33128834355828,1.9010989010989,1.08391608391608,1.35772357723577,1.29189189189189,1.57587548638132,2.08520179372197,2.49450549450549,1.53333333333333,1.15162454873646,1.26356589147287,1.01652892561983,1.656,3.21138211382114,1.42622950819672,1.02424242424242,1.43564356435644,1.28318584070796,1.09836065573771,1.12669683257919,1.16271186440678,1.31020408163265,2.01587301587302,2.03482587064677,1.42253521126761,1.28571428571429,1.68613138686131,1.61682242990654,1.05940594059406,1.19108280254777,3.07194244604317,1.75105485232068,1.15438596491228,2.92592592592593,1.28975265017668,1.71232876712329,1.66122448979592,1.10989010989011,1.86178861788618,2.34306569343066,1.72268907563025,2.2991452991453,1.31417624521073,1.03367003367003,1.19433198380567,2.89261744966443,1.74418604651163,1.67680608365019,1.16393442622951,1.02264150943396,1.88524590163934,1.19123505976096,1.00682593856655,2.17948717948718,1.1437908496732,3.50828729281768,1.47715736040609,1.34871794871795,1.76923076923077,1.2089552238806,3.39506172839506,2.28859060402685,1.34074074074074,1.57324840764331,1.31535269709544,1.19354838709677,2.12582781456954,1.8,2.11801242236025,1.0353982300885,2.05882352941176,1.14468085106383,1.27737226277372,2.2436974789916,1.95808383233533,2.00578034682081,1.00796812749004,1.87431693989071
