"","V4","V4.1","V1","V4.2","V4.3","V4.4","V4.5","V4.6","V4.7","V4.8","V2","V4.9","V2.1","V4.10","V2.2","V2.3","V4.11","V4.12","V4.13","V4.14","V4.15","V2.4","V3","V1.1","V1.2","V4.16","V1.3","V4.17","V3.1","V1.4","V1.5","V4.18","V2.5","V2.6","V4.19","V2.7","V2.8","V4.20","V2.9","V1.6","V1.7","V1.8","V5","V1.9","V3.2","V1.10","V2.10","V3.3","V5.1","V2.11","V3.4","V2.12","V2.13","V1.11","V5.2","V1.12","V2.14","V5.3","V5.4","V2.15","V5.5","V3.5","V1.13","V2.16","V5.6","V2.17","V5.7","V2.18","V2.19","V5.8","V3.6","V5.9","V3.7","V5.10","V1.14","V5.11","V5.12","V2.20","V2.21","V3.8","V2.22","V5.13","V1.15","V3.9","V5.14","V3.10","V5.15","V5.16"
"1",1.22666666666667,1.01666666666667,1.04487179487179,2.33333333333333,1.69736842105263,1.5,1.14965986394558,1.43373493975904,2.16666666666667,1.23333333333333,1.34177215189873,1.06349206349206,1.30612244897959,1.06451612903226,1.38961038961039,1.87128712871287,1.50434782608696,2.33333333333333,1.41818181818182,1.07482993197279,1.42592592592593,1.475,1.14705882352941,2.22222222222222,1.31325301204819,1.3921568627451,1.28125,1.53658536585366,1.0126582278481,1.06363636363636,1.40151515151515,1.35051546391753,1.68316831683168,2.49382716049383,1.22857142857143,1.21428571428571,1.02941176470588,1.0625,1.18181818181818,1.53125,3.2741935483871,1.54464285714286,2.01111111111111,1.66949152542373,1.22950819672131,1.20661157024793,1.02654867256637,1.05084745762712,1,3.22222222222222,1.57746478873239,1.65217391304348,1.14159292035398,1.21153846153846,1.8375,1.18032786885246,2.26829268292683,2.72727272727273,1.18181818181818,1.06730769230769,1.08108108108108,1.09243697478992,1.61320754716981,1.96363636363636,1.359375,3.71428571428571,1.09090909090909,2.10714285714286,1.04761904761905,1.5421686746988,3.92105263157895,1.1980198019802,1.40677966101695,1.22222222222222,1.32291666666667,1.23157894736842,1.14563106796116,2.225,1.43877551020408,1.08333333333333,2.09615384615385,1.29292929292929,1.52727272727273,1.44927536231884,1.48235294117647,8.37931034482759,1.22988505747126,1.08510638297872
