"","V1","V2","V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V2.1","V1.9","V2.2","V1.10","V2.3","V2.4","V1.11","V1.12","V1.13","V1.14","V1.15","V2.5","V1.16","V3","V3.1","V1.17","V3.2","V1.18","V1.19","V3.3","V1.20","V1.21","V2.6","V2.7","V1.22","V1.23","V1.24","V1.25","V1.26","V1.27","V3.4","V3.5","V3.6","V3.7","V2.8","V3.8","V2.9","V3.9","V2.10","V2.11","V1.28","V2.12","V2.13","V3.10","V3.11","V3.12","V2.14","V3.13","V3.14","V2.15","V3.15","V3.16","V3.17","V2.16","V2.17","V2.18","V2.19","V2.20","V2.21","V2.22","V1.29","V3.18","V1.30","V3.19","V3.20","V2.23","V3.21","V2.24","V2.25","V2.26","V2.27","V2.28","V3.22","V1.31","V3.23","V1.32","V3.24","V3.25"
"1",2.22660098522167,1.04948453608247,1.12591240875912,1.79655172413793,1.19565217391304,1.28527607361963,1.7169373549884,1.45671641791045,2.13513513513514,1.26410835214447,1.88235294117647,2.02352941176471,1.07984790874525,1.38135593220339,1.63461538461538,1.54788418708241,2.52279635258359,1.58604651162791,2.08,1.05444646098004,1.19067796610169,1.045,1.61417322834646,3.11004784688995,1.13775510204082,1.33913043478261,1.49787234042553,1.04306220095694,1.06521739130435,1.07105263157895,1.27522935779817,1.21670428893905,1.6684350132626,2.2375,1.23571428571429,1.22340425531915,1.57034220532319,1.3455497382199,1.06593406593407,1.00879765395894,2.32752613240418,1.52711496746204,1.73756906077348,2.43835616438356,1.1897233201581,1.52204176334107,1.30508474576271,1.53414634146341,2.32989690721649,3.37125748502994,1.05119453924915,1.99118942731278,1.55613577023499,1.89736070381232,1.27403846153846,2.1609907120743,1.29527559055118,1.45875251509054,1.3343949044586,1.138,1.70923913043478,1.36684782608696,2.03067484662577,2.95569620253165,1.73953488372093,2.92265193370166,1.4331550802139,3.18181818181818,2.07027027027027,1.15915119363395,3.86259541984733,2.06551724137931,1.22909090909091,1.10557184750733,1.60301507537688,1.13544018058691,2.90045248868778,2.28323699421965,2.76394849785408,1.06276150627615,2.07881773399015,2.03448275862069,1.1195219123506,1.80869565217391,1.04295942720764,5.734375,1,1.07317073170732
