"","V1","V2","V3","V4","V5","V6"
"76",0.17119341563786,0.158847736625514,0.0674897119341564,0.205761316872428,0.235390946502058,0.161316872427984
"77",0.040281973816717,0.396777442094663,0.100704934541793,0.139979859013092,0.248741188318228,0.0735146022155086
"78",0.339031339031339,0.0997150997150997,0.193732193732194,0.150997150997151,0.142450142450142,0.0740740740740741
"79",0.376611418047882,0.0948434622467772,0.0837937384898711,0.130755064456722,0.216390423572744,0.0976058931860037
"80",0.223832528180354,0.122383252818035,0.117552334943639,0.151368760064412,0.136876006441224,0.247987117552335
"81",0.361111111111111,0.0808080808080808,0.126262626262626,0.137626262626263,0.137626262626263,0.156565656565657
"82",0.350222222222222,0.0702222222222222,0.0782222222222222,0.216888888888889,0.179555555555556,0.104888888888889
"83",0.0933333333333333,0.237333333333333,0.0853333333333333,0.337333333333333,0.117333333333333,0.129333333333333
"84",0.0954106280193237,0.0917874396135266,0.204106280193237,0.240338164251208,0.0917874396135266,0.276570048309179
"85",0.14983164983165,0.109427609427609,0.124579124579125,0.278619528619529,0.202861952861953,0.134680134680135
"86",0.0415368639667705,0.0384215991692627,0.0571131879543095,0.119418483904465,0.0726895119418484,0.670820353063344
"87",0.101410934744268,0.159611992945326,0.196649029982363,0.228395061728395,0.162257495590829,0.151675485008818
"88",0.128583128583129,0.162981162981163,0.145782145782146,0.278460278460278,0.135954135954136,0.148239148239148
