"","V1","V2","V3","V4","V5","V6"
"1",0.127799736495389,0.0961791831357049,0.289855072463768,0.171277997364954,0.0487483530961792,0.266139657444005
"2",0.283246977547496,0.122625215889465,0.285837651122625,0.0604490500863558,0.0734024179620035,0.174438687392055
"3",0.069168506254599,0.323031640912436,0.309786607799853,0.0912435614422369,0.0713760117733628,0.135393671817513
"4",0.081888246628131,0.220616570327553,0.368015414258189,0.058766859344894,0.0992292870905588,0.171483622350674
"5",0.0932539682539683,0.209325396825397,0.295634920634921,0.10218253968254,0.158730158730159,0.140873015873016
"6",0.260822510822511,0.108225108225108,0.332251082251082,0.0854978354978355,0.091991341991342,0.121212121212121
"7",0.0282874617737003,0.317278287461774,0.349388379204893,0.0902140672782875,0.0902140672782875,0.124617737003058
"8",0.0986193293885602,0.285009861932939,0.240631163708087,0.125246548323471,0.0660749506903353,0.184418145956607
"9",0.120218579234973,0.103825136612022,0.366120218579235,0.185792349726776,0.0587431693989071,0.165300546448087
"10",0.0702656383890317,0.322193658954584,0.306769494430163,0.139674378748929,0.0728363324764353,0.0882604970008569
"11",0.371604938271605,0.0641975308641975,0.241975308641975,0.0790123456790124,0.149382716049383,0.0938271604938272
"12",0.154704944178628,0.0829346092503987,0.331738437001595,0.169059011164274,0.0829346092503987,0.178628389154705
"13",0.208708708708709,0.114114114114114,0.177177177177177,0.132132132132132,0.114114114114114,0.253753753753754
"14",0.207602339181287,0.111111111111111,0.260233918128655,0.124269005847953,0.0716374269005848,0.225146198830409
"15",0.378510378510378,0.0708180708180708,0.228327228327228,0.0818070818070818,0.0671550671550672,0.173382173382173
"16",0.361491628614916,0.0624048706240487,0.210806697108067,0.149162861491629,0.0783866057838661,0.137747336377473
"17",0.112258953168044,0.174242424242424,0.277548209366391,0.118457300275482,0.068870523415978,0.24862258953168
"18",0.0968188105117566,0.179806362378976,0.312586445366528,0.179806362378976,0.0885200553250346,0.142461964038728
"19",0.0897908979089791,0.152521525215252,0.340713407134071,0.130381303813038,0.130381303813038,0.156211562115621
"20",0.0589112602535421,0.304996271439224,0.336316181953766,0.166293810589113,0.0611483967188665,0.0723340790454884
"21",0.190093708165997,0.178045515394913,0.310575635876841,0.125836680053548,0.0776439089692102,0.117804551539491
"22",0.238351254480287,0.222222222222222,0.17921146953405,0.0770609318996416,0.1415770609319,0.1415770609319
"23",0.171834625322997,0.117571059431525,0.148578811369509,0.191214470284238,0.0865633074935401,0.284237726098191
"24",0.0540806293018682,0.493608652900688,0.116027531956735,0.0835791543756146,0.177974434611603,0.0747295968534907
"25",0.194518125552608,0.260831122900088,0.125552608311229,0.0725022104332449,0.170645446507515,0.175950486295314
"26",0.121333333333333,0.165333333333333,0.237333333333333,0.0573333333333333,0.237333333333333,0.181333333333333
"27",0.0675287356321839,0.369252873563218,0.166666666666667,0.0977011494252874,0.183908045977011,0.114942528735632
"28",0.0976430976430977,0.234006734006734,0.239057239057239,0.254208754208754,0.0723905723905724,0.102693602693603
"29",0.206645898234683,0.153686396677051,0.181723779854621,0.166147455867082,0.0758047767393562,0.215991692627207
"30",0.0843621399176955,0.32201646090535,0.288065843621399,0.11522633744856,0.0812757201646091,0.109053497942387
"31",0.0803633822501747,0.3298392732355,0.250174703004892,0.170510132774284,0.0593990216631726,0.109713487071978
"32",0.225413402959095,0.0478677110530897,0.366405570060923,0.0870322019147085,0.134029590948651,0.139251523063533
"33",0.412326388888889,0.0451388888888889,0.196180555555556,0.118055555555556,0.0789930555555556,0.149305555555556
"34",0.384111384111384,0.0868140868140868,0.194922194922195,0.0819000819000819,0.116298116298116,0.135954135954136
"35",0.149509803921569,0.0906862745098039,0.303921568627451,0.0759803921568628,0.178921568627451,0.200980392156863
"36",0.218518518518519,0.118518518518519,0.246296296296296,0.101851851851852,0.101851851851852,0.212962962962963
"37",0.124031007751938,0.170542635658915,0.227021040974529,0.107419712070875,0.124031007751938,0.246954595791805
"38",0.090311986863711,0.114942528735632,0.257799671592775,0.134646962233169,0.233169129720854,0.169129720853859
"39",0.182149362477231,0.171220400728597,0.105646630236794,0.154826958105647,0.22040072859745,0.165755919854281
"40",0.118143459915612,0.266877637130802,0.14662447257384,0.187763713080169,0.127637130801688,0.15295358649789
"41",0.104490500863558,0.485319516407599,0.140759930915371,0.0889464594127807,0.107081174438687,0.0734024179620035
"42",0.0713760117733628,0.382634289919058,0.181751287711553,0.159676232523915,0.130978660779985,0.0735835172921266
"43",0.0962121212121212,0.148484848484848,0.10530303030303,0.287121212121212,0.228030303030303,0.134848484848485
"44",0.0528985507246377,0.394202898550725,0.0768115942028986,0.0942028985507246,0.281159420289855,0.100724637681159
"45",0.200653594771242,0.147712418300654,0.0594771241830065,0.263398692810458,0.124183006535948,0.204575163398693
"46",0.0422427035330261,0.348694316436252,0.104454685099846,0.168970814132104,0.155145929339478,0.180491551459293
"47",0.252456538170824,0.107331821617536,0.0778533635676493,0.334089191232048,0.0846560846560847,0.143613000755858
"48",0.0723945902943516,0.275258552108194,0.0938743038981703,0.26332537788385,0.129673826571201,0.165473349244232
"49",0.306954436450839,0.0623501199040767,0.141486810551559,0.127098321342926,0.292565947242206,0.0695443645083933
"50",0.395691609977324,0.0691609977324263,0.0453514739229025,0.256235827664399,0.103174603174603,0.130385487528345
"51",0.134777376654633,0.0770156438026474,0.0553549939831528,0.0661853188929001,0.250300842358604,0.416365824308063
"52",0.340400471142521,0.0753828032979977,0.121319199057715,0.1849234393404,0.227326266195524,0.0506478209658422
"53",0.252093802345059,0.113902847571189,0.0561139028475712,0.370184254606365,0.106365159128978,0.101340033500838
"54",0.0947546531302876,0.269881556683587,0.0947546531302876,0.315566835871404,0.104906937394247,0.120135363790186
"55",0.200316706254949,0.131433095803642,0.0649247822644497,0.0886777513855899,0.307205067300079,0.207442596991291
"56",0.0729684908789386,0.371475953565506,0.0679933665008292,0.100331674958541,0.252072968490879,0.135157545605307
"57",0.266666666666667,0.0952380952380952,0.115646258503401,0.0625850340136054,0.282993197278912,0.17687074829932
"58",0.160110420979986,0.162180814354727,0.0524499654934438,0.178743961352657,0.377501725327812,0.0690131124913734
"59",0.109481915933529,0.176930596285435,0.0948191593352884,0.235581622678397,0.185728250244379,0.197458455522972
"60",0.218939393939394,0.182575757575758,0.0484848484848485,0.248484848484848,0.191666666666667,0.109848484848485
"61",0.0549828178694158,0.320446735395189,0.0652920962199313,0.230240549828179,0.212199312714777,0.116838487972509
"62",0.0988562091503268,0.211601307189542,0.0743464052287582,0.326797385620915,0.0866013071895425,0.201797385620915
"63",0.0432098765432099,0.336860670194004,0.0855379188712522,0.315696649029982,0.0987654320987654,0.119929453262787
"64",0.40877914951989,0.0672153635116598,0.0795610425240055,0.182441700960219,0.198902606310014,0.0631001371742113
"65",0.172086720867209,0.123306233062331,0.127371273712737,0.14769647696477,0.314363143631436,0.115176151761518
"66",0.32969696969697,0.0842424242424242,0.0696969696969697,0.0751515151515151,0.296969696969697,0.144242424242424
"67",0.197838736492103,0.113050706566916,0.0756442227763924,0.113050706566916,0.342477140482128,0.157938487115544
"68",0.388520971302428,0.120309050772627,0.0905077262693157,0.126931567328918,0.0971302428256071,0.176600441501104
"69",0.304993252361673,0.118758434547908,0.15114709851552,0.0863697705802969,0.195681511470985,0.143049932523617
"70",0.198700092850511,0.120705663881151,0.112349117920149,0.170844939647168,0.298978644382544,0.0984215413184773
"71",0.0382513661202186,0.046448087431694,0.0546448087431694,0.0546448087431694,0.136612021857924,0.669398907103825
"72",0.0509259259259259,0.284259259259259,0.0787037037037037,0.164814814814815,0.275925925925926,0.14537037037037
"73",0.221393034825871,0.0721393034825871,0.11318407960199,0.187810945273632,0.128109452736318,0.277363184079602
"74",0.0715746421267894,0.14519427402863,0.0838445807770961,0.316973415132924,0.194274028629857,0.188139059304703
"75",0.0441051738761662,0.257845631891433,0.158608990670059,0.296013570822731,0.122985581000848,0.120441051738762
