"","V2","V2.1","V4","V4.1","V4.2","V6","V4.3","V4.4","V3","V4.5","V1","V3.1","V2.2","V3.2","V2.3","V2.4","V3.3","V3.4","V1.1","V2.5","V1.2","V2.6","V6.1","V1.3","V4.6","V5","V2.7","V4.7","V6.2","V4.8","V2.8","V1.4","V2.9","V1.5","V5.1","V3.5","V4.9","V2.10","V1.6","V6.3","V5.2","V2.11","V5.3","V5.4","V7","V3.6","V3.7","V7.1","V6.4","V6.5","V5.5","V7.2","V6.6","V5.6","V6.7","V4.10","V3.8","V7.3","V5.7","V1.7","V5.8","V4.11","V3.9","V7.4","V7.5","V6.8","V7.6","V7.7","V1.8","V7.8","V5.9","V4.12","V6.9","V4.13","V3.10","V7.9","V4.14","V7.10","V6.10","V6.11","V1.9","V6.12","V5.10","V7.11","V7.12","V5.11","V4.15","V4.16"
"1",1.78076923076923,1.57242990654206,1.78099173553719,1.0406976744186,1.45510835913313,1.66403162055336,1.63919821826281,1.24940617577197,1.48373983739837,2.22093023255814,1.09408602150538,1.24888888888889,1.10486891385768,1.06796116504854,2.02666666666667,1.26344086021505,1.82352941176471,1.13461538461538,1.2135593220339,2.16666666666667,1.18543046357616,1.46192893401015,1.36492890995261,1.11075949367089,1.42,1.18983050847458,1.15091210613599,1.18666666666667,1.0586592178771,1.9746835443038,1.21943573667712,1.245,1.2991452991453,1.62848297213622,1,1.76774193548387,1.11081794195251,1.14227642276423,1.11475409836066,1,1.28102189781022,1.74434389140271,1.11229946524064,2.01357466063348,1.24054982817869,1.97964376590331,1.49881235154394,1.06236080178174,1.24367088607595,1.58759124087591,1.12727272727273,1.11326860841424,2.13675213675214,1.11244979919679,1.10913140311804,2.39169139465875,1.06501547987616,1.23564356435644,1.32602739726027,1.15247524752475,1.40534521158129,1.0554675118859,1.59393939393939,1.08300395256917,1.57677902621723,2.46191646191646,1.03839122486289,1.01917808219178,1.12773722627737,1.24936386768448,2.2020202020202,1.69186046511628,1.2135593220339,1.0175,1.11835748792271,1.18599033816425,1.62569832402235,2.15340909090909,1.33261339092873,1.22134387351779,1.17883211678832,1.17701149425287,1.23595505617978,1.44569288389513,1.13084112149533,1.35,1.3509234828496,1.24940617577197
