"","V2","V1","V3","V3.1","V3.2","V2.1","V3.3","V3.4","V2.2","V3.5","V1.1","V2.3","V1.2","V2.4","V1.3","V1.4","V3.6","V2.5","V2.6","V3.7","V3.8","V1.5","V2.7","V1.6","V2.8","V3.9","V1.7","V3.10","V2.9","V1.8","V3.11","V2.10","V1.9","V1.10","V2.11","V2.12","V3.12","V3.13","V3.14","V3.15","V1.11","V1.12","V2.13","V1.13","V3.16","V1.14","V1.15","V1.16","V1.17","V1.18","V2.14","V3.17","V3.18","V1.19","V2.15","V1.20","V1.21","V2.16","V2.17","V3.19","V1.22","V1.23","V1.24","V3.20","V3.21","V3.22","V3.23","V1.25","V1.26","V3.24","V3.25","V1.27","V2.18","V1.28","V1.29","V3.26","V1.30","V1.31","V3.27","V1.32","V1.33","V1.34","V1.35","V2.19","V1.36","V3.28","V1.37","V1.38"
"1",1.95192307692308,2.95731707317073,2.82474226804124,1.27753303964758,1.84,1.82122905027933,3.14598540145985,1.75392670157068,1.21710526315789,2.70121951219512,1.27745664739884,1.50442477876106,2.21008403361345,1.9344262295082,1.94029850746269,2.64117647058823,1.12286689419795,1.2874251497006,1.01522842639594,2.63636363636364,1.02608695652174,1.34228187919463,2.30909090909091,1.32278481012658,1.33788395904437,1.08490566037736,2.15596330275229,1.25149700598802,1.8128078817734,2.05405405405405,2.85340314136126,2.65269461077844,2.58219178082192,1.72972972972973,1.47368421052632,1.54098360655738,1.15859030837004,1.18633540372671,1.05202312138728,1.29657794676806,1.41379310344828,2.37628865979381,1.10030395136778,2.92,1.19905213270142,2.0046511627907,1.11320754716981,1.88073394495413,1.03191489361702,1.09868421052632,1.27391304347826,1.33529411764706,1.78139534883721,1.75773195876289,1.31230283911672,1.74594594594595,1.67105263157895,2.18942731277533,1.08275862068966,1.99203187250996,2.20359281437126,1.04249291784703,2.23287671232877,1.51923076923077,1.44295302013423,1.57391304347826,1.27645051194539,1.03529411764706,1.06936416184971,1.43346007604563,1.37894736842105,1.51832460732984,1.43979057591623,1.31153846153846,2.78321678321678,1.64684014869888,1.68702290076336,1.2910447761194,1.11483253588517,1.8671875,1.21556886227545,1.18367346938776,1.15137614678899,1.26373626373626,1.26204819277108,1.26732673267327,2.42268041237113,1.10512129380054
